@RELATION demanda_productos

@ATTRIBUTE cantidadVendidaMes NUMERIC
@ATTRIBUTE stockActual NUMERIC
@ATTRIBUTE precioUnitario NUMERIC
@ATTRIBUTE categoria STRING
@ATTRIBUTE mesVenta {ENERO,FEBRERO,MARZO,ABRIL,MAYO,JUNIO,JULIO,AGOSTO,SEPTIEMBRE,OCTUBRE,NOVIEMBRE,DICIEMBRE}
@ATTRIBUTE frecuenciaReposicion NUMERIC
@ATTRIBUTE tienePromocion {false,true}
@ATTRIBUTE demanda {ALTA,MEDIA,BAJA}

@DATA
56,0,136.29,'ELECTRONICA',NOVIEMBRE,2,false,MEDIA
77,97,106.2,'HOGAR',ABRIL,5,true,BAJA
5,84,16.94,'ALIMENTOS',FEBRERO,9,true,BAJA
6,62,88.0,'DEPORTES',ENERO,9,true,BAJA
28,83,119.79,'MODA',SEPTIEMBRE,7,true,BAJA
119,40,143.82,'ELECTRONICA',JULIO,7,false,ALTA
0,43,117.33,'ELECTRONICA',MARZO,10,false,BAJA
11,85,1.59,'ALIMENTOS',SEPTIEMBRE,5,false,BAJA
31,30,118.54,'MODA',ABRIL,10,true,MEDIA
56,67,117.26,'ALIMENTOS',JUNIO,6,true,MEDIA
80,24,88.61,'HOGAR',AGOSTO,6,true,MEDIA
26,84,78.14,'ALIMENTOS',DICIEMBRE,3,false,ALTA
58,50,88.34,'ELECTRONICA',DICIEMBRE,8,false,MEDIA
9,47,41.68,'MODA',JULIO,0,true,BAJA
7,21,28.38,'DEPORTES',DICIEMBRE,9,false,BAJA
24,60,99.26,'HOGAR',NOVIEMBRE,6,true,BAJA
117,9,112.85,'ALIMENTOS',JULIO,6,true,MEDIA
96,48,15.78,'MODA',MARZO,7,true,ALTA
29,55,77.7,'ELECTRONICA',JULIO,4,true,BAJA
17,84,59.13,'ALIMENTOS',OCTUBRE,8,false,BAJA
136,24,73.42,'MODA',ENERO,1,false,ALTA
62,43,43.6,'DEPORTES',JULIO,3,true,MEDIA
19,88,50.53,'DEPORTES',MAYO,8,true,BAJA
87,15,80.09,'ALIMENTOS',OCTUBRE,5,true,ALTA
22,33,78.27,'MODA',DICIEMBRE,10,true,BAJA
50,73,148.97,'ALIMENTOS',ENERO,8,false,MEDIA
63,81,34.07,'HOGAR',ABRIL,1,true,MEDIA
58,67,49.26,'DEPORTES',MARZO,6,true,MEDIA
99,1,64.47,'MODA',ENERO,6,false,ALTA
75,15,131.73,'HOGAR',MARZO,6,false,ALTA
27,21,50.99,'ALIMENTOS',ABRIL,5,true,BAJA
7,53,35.68,'MODA',ENERO,1,false,BAJA
10,70,70.16,'ELECTRONICA',NOVIEMBRE,2,false,BAJA
123,89,19.08,'DEPORTES',FEBRERO,3,false,ALTA
68,63,43.4,'ELECTRONICA',FEBRERO,10,false,ALTA
148,5,2.56,'MODA',NOVIEMBRE,4,false,ALTA
50,79,62.28,'HOGAR',MAYO,3,false,MEDIA
133,49,138.79,'HOGAR',DICIEMBRE,9,true,ALTA
37,14,39.11,'MODA',MAYO,7,false,ALTA
20,49,7.01,'HOGAR',MARZO,8,false,BAJA
94,44,107.08,'ELECTRONICA',MARZO,2,true,ALTA
105,61,3.13,'MODA',ABRIL,4,false,ALTA
35,10,2.06,'HOGAR',ENERO,2,true,MEDIA
62,5,91.58,'DEPORTES',JULIO,1,false,MEDIA
58,25,73.9,'DEPORTES',MAYO,10,false,MEDIA
34,30,36.15,'HOGAR',AGOSTO,3,false,MEDIA
114,56,112.97,'DEPORTES',DICIEMBRE,6,false,ALTA
45,7,87.97,'DEPORTES',NOVIEMBRE,1,false,BAJA
133,80,49.29,'MODA',JULIO,9,false,ALTA
35,59,58.99,'MODA',JULIO,4,false,MEDIA
126,32,73.82,'DEPORTES',ENERO,9,true,ALTA
131,62,49.57,'ELECTRONICA',OCTUBRE,7,false,ALTA
143,88,37.36,'ALIMENTOS',ABRIL,2,true,ALTA
78,77,63.07,'HOGAR',ABRIL,5,true,BAJA
116,83,139.18,'HOGAR',MARZO,3,true,ALTA
85,46,32.17,'HOGAR',ABRIL,7,false,ALTA
127,5,33.72,'HOGAR',SEPTIEMBRE,9,true,ALTA
15,45,75.39,'HOGAR',MARZO,10,false,BAJA
20,93,18.54,'HOGAR',MAYO,2,false,BAJA
147,52,79.12,'DEPORTES',OCTUBRE,2,false,ALTA
62,42,107.82,'ALIMENTOS',NOVIEMBRE,3,false,MEDIA
14,13,119.44,'HOGAR',JUNIO,5,false,BAJA
78,97,29.0,'ELECTRONICA',MARZO,6,true,ALTA
9,67,62.18,'HOGAR',OCTUBRE,10,false,BAJA
16,53,147.68,'MODA',ENERO,10,false,BAJA
95,54,68.82,'DEPORTES',NOVIEMBRE,10,false,ALTA
148,23,71.5,'ELECTRONICA',NOVIEMBRE,2,true,BAJA
97,52,31.98,'ALIMENTOS',SEPTIEMBRE,3,false,ALTA
16,82,47.05,'ALIMENTOS',NOVIEMBRE,5,true,BAJA
94,66,55.55,'MODA',ENERO,1,false,ALTA
43,77,45.54,'HOGAR',ABRIL,0,false,MEDIA
87,71,98.03,'ELECTRONICA',NOVIEMBRE,5,true,BAJA
105,41,27.01,'MODA',FEBRERO,9,true,BAJA
107,20,3.59,'ELECTRONICA',NOVIEMBRE,7,true,MEDIA
54,5,62.14,'HOGAR',FEBRERO,4,true,MEDIA
75,28,6.0,'HOGAR',OCTUBRE,5,true,ALTA
81,9,19.71,'DEPORTES',MAYO,6,false,ALTA
96,63,54.63,'MODA',MAYO,2,true,ALTA
81,44,87.21,'ALIMENTOS',DICIEMBRE,8,false,ALTA
20,14,97.86,'DEPORTES',DICIEMBRE,4,false,BAJA
50,8,102.47,'DEPORTES',AGOSTO,2,false,MEDIA
5,24,25.15,'ALIMENTOS',SEPTIEMBRE,7,false,BAJA
136,3,82.76,'MODA',FEBRERO,8,true,ALTA
11,17,34.3,'MODA',ENERO,7,false,BAJA
113,98,23.32,'HOGAR',ABRIL,4,true,ALTA
129,61,75.79,'MODA',MARZO,6,false,MEDIA
44,90,4.74,'ALIMENTOS',FEBRERO,1,false,MEDIA
121,52,83.62,'ELECTRONICA',MARZO,4,false,ALTA
72,90,95.29,'MODA',JUNIO,8,false,MEDIA
33,0,8.03,'ELECTRONICA',AGOSTO,3,false,MEDIA
109,16,34.88,'DEPORTES',DICIEMBRE,3,false,ALTA
0,88,132.35,'HOGAR',OCTUBRE,4,true,BAJA
77,85,93.68,'MODA',AGOSTO,0,false,ALTA
61,28,50.35,'DEPORTES',OCTUBRE,2,true,MEDIA
36,26,116.77,'ELECTRONICA',JULIO,5,false,MEDIA
26,50,58.87,'ALIMENTOS',JUNIO,10,true,BAJA
74,58,131.16,'ELECTRONICA',SEPTIEMBRE,5,true,BAJA
108,56,92.07,'MODA',JULIO,3,true,ALTA
14,36,140.05,'MODA',ENERO,2,false,BAJA
47,74,37.49,'ELECTRONICA',SEPTIEMBRE,4,false,MEDIA
64,79,14.54,'ELECTRONICA',NOVIEMBRE,6,true,MEDIA
136,12,26.84,'ALIMENTOS',OCTUBRE,8,false,ALTA
130,8,121.99,'MODA',AGOSTO,7,false,BAJA
22,98,14.89,'MODA',ENERO,2,true,BAJA
132,31,149.55,'MODA',FEBRERO,5,true,ALTA
31,8,145.14,'HOGAR',AGOSTO,6,false,MEDIA
45,12,129.39,'DEPORTES',ENERO,2,false,MEDIA
60,85,4.81,'HOGAR',MARZO,3,true,MEDIA
55,53,120.09,'DEPORTES',DICIEMBRE,6,false,MEDIA
60,33,38.41,'DEPORTES',AGOSTO,0,false,MEDIA
116,34,52.59,'HOGAR',NOVIEMBRE,2,false,ALTA
68,91,49.62,'DEPORTES',MAYO,9,true,BAJA
106,80,47.08,'MODA',MAYO,1,false,ALTA
12,89,88.69,'DEPORTES',NOVIEMBRE,6,true,BAJA
119,18,57.35,'MODA',SEPTIEMBRE,3,false,ALTA
27,41,6.01,'MODA',MARZO,5,true,BAJA
50,39,135.27,'DEPORTES',AGOSTO,3,true,MEDIA
32,61,25.78,'MODA',ENERO,0,false,MEDIA
110,59,63.07,'DEPORTES',AGOSTO,3,false,ALTA
54,60,23.56,'ALIMENTOS',MAYO,5,true,MEDIA
62,21,65.38,'HOGAR',OCTUBRE,7,false,MEDIA
38,7,137.95,'DEPORTES',OCTUBRE,10,true,MEDIA
7,19,21.55,'ALIMENTOS',ENERO,0,false,BAJA
99,0,31.27,'MODA',ENERO,1,false,ALTA
140,99,43.32,'ELECTRONICA',OCTUBRE,9,false,ALTA
37,71,48.82,'HOGAR',ABRIL,9,false,MEDIA
104,1,87.53,'ELECTRONICA',ABRIL,2,true,ALTA
65,91,21.86,'ELECTRONICA',JUNIO,0,true,MEDIA
7,19,125.92,'MODA',DICIEMBRE,6,true,BAJA
13,88,74.91,'ELECTRONICA',SEPTIEMBRE,8,false,BAJA
29,35,113.06,'ELECTRONICA',OCTUBRE,4,false,BAJA
65,5,27.51,'ELECTRONICA',JUNIO,7,false,MEDIA
97,32,80.89,'DEPORTES',MARZO,2,true,ALTA
111,44,140.21,'MODA',NOVIEMBRE,2,true,ALTA
30,15,121.79,'DEPORTES',JUNIO,0,false,ALTA
144,80,3.61,'ELECTRONICA',FEBRERO,10,true,ALTA
17,53,113.18,'DEPORTES',AGOSTO,9,false,BAJA
29,18,97.17,'MODA',JULIO,6,true,BAJA
86,21,96.63,'DEPORTES',MAYO,8,true,ALTA
145,2,89.43,'DEPORTES',NOVIEMBRE,4,false,ALTA
32,92,67.39,'ALIMENTOS',NOVIEMBRE,6,false,BAJA
6,31,45.42,'HOGAR',JULIO,1,false,BAJA
3,50,148.47,'HOGAR',AGOSTO,3,true,BAJA
9,86,120.88,'DEPORTES',FEBRERO,9,false,BAJA
129,53,27.23,'ALIMENTOS',OCTUBRE,6,false,ALTA
62,16,147.99,'HOGAR',MAYO,5,false,MEDIA
59,25,119.62,'HOGAR',JULIO,2,false,MEDIA
63,21,1.59,'ELECTRONICA',FEBRERO,5,false,ALTA
141,30,73.27,'HOGAR',FEBRERO,5,true,ALTA
39,19,52.4,'ALIMENTOS',ABRIL,0,false,MEDIA
97,33,61.35,'DEPORTES',ENERO,1,true,ALTA
70,57,64.28,'DEPORTES',ENERO,4,false,MEDIA
146,47,106.3,'HOGAR',OCTUBRE,3,true,ALTA
1,56,72.66,'MODA',AGOSTO,4,true,BAJA
99,22,45.02,'MODA',FEBRERO,2,false,ALTA
29,46,63.22,'HOGAR',SEPTIEMBRE,7,false,BAJA
37,73,15.18,'ALIMENTOS',JULIO,6,false,MEDIA
46,56,5.04,'MODA',ENERO,10,true,MEDIA
15,97,55.83,'ELECTRONICA',DICIEMBRE,6,false,BAJA
66,33,14.59,'ELECTRONICA',DICIEMBRE,1,true,MEDIA
74,66,54.79,'MODA',SEPTIEMBRE,0,false,MEDIA
12,9,5.6,'ALIMENTOS',SEPTIEMBRE,3,false,BAJA
115,67,138.41,'HOGAR',SEPTIEMBRE,7,false,ALTA
137,12,133.5,'ELECTRONICA',SEPTIEMBRE,0,false,ALTA
95,90,129.04,'MODA',FEBRERO,5,false,ALTA
29,65,23.02,'DEPORTES',FEBRERO,5,true,BAJA
148,35,113.83,'ELECTRONICA',ABRIL,9,true,ALTA
28,67,1.95,'ELECTRONICA',MARZO,9,false,BAJA
129,24,3.52,'HOGAR',ENERO,7,false,ALTA
121,51,60.68,'ELECTRONICA',MARZO,7,false,BAJA
113,50,58.13,'HOGAR',JULIO,4,true,BAJA
146,31,70.21,'ALIMENTOS',MARZO,0,false,ALTA
57,50,22.57,'HOGAR',DICIEMBRE,2,false,MEDIA
117,83,109.65,'MODA',NOVIEMBRE,4,false,BAJA
108,61,59.43,'HOGAR',JULIO,3,true,ALTA
26,24,10.78,'ALIMENTOS',JUNIO,1,true,BAJA
129,55,81.45,'MODA',OCTUBRE,1,true,BAJA
115,95,69.41,'ALIMENTOS',JUNIO,6,false,ALTA
1,49,134.32,'HOGAR',NOVIEMBRE,4,false,BAJA
109,71,83.41,'HOGAR',OCTUBRE,3,false,ALTA
94,24,82.93,'ELECTRONICA',JUNIO,10,true,ALTA
71,50,113.66,'DEPORTES',ABRIL,4,false,ALTA
143,87,29.09,'HOGAR',DICIEMBRE,5,true,ALTA
87,36,117.25,'HOGAR',JUNIO,8,false,ALTA
49,74,119.44,'HOGAR',NOVIEMBRE,7,false,MEDIA
47,89,88.71,'ELECTRONICA',OCTUBRE,3,true,MEDIA
94,11,125.34,'MODA',DICIEMBRE,6,false,ALTA
135,86,58.36,'MODA',JUNIO,6,true,ALTA
71,79,39.33,'ELECTRONICA',JULIO,8,false,MEDIA
111,22,98.68,'MODA',MAYO,10,true,ALTA
16,73,22.91,'HOGAR',MAYO,2,false,BAJA
43,58,35.31,'MODA',JUNIO,2,true,MEDIA
3,18,68.63,'ALIMENTOS',NOVIEMBRE,8,false,BAJA
94,86,106.15,'DEPORTES',JULIO,3,false,BAJA
22,98,56.01,'ALIMENTOS',DICIEMBRE,0,true,ALTA
102,3,64.75,'DEPORTES',SEPTIEMBRE,3,false,ALTA
132,79,79.56,'ELECTRONICA',SEPTIEMBRE,3,true,ALTA
59,78,141.57,'DEPORTES',MARZO,3,true,MEDIA
125,75,81.79,'ALIMENTOS',FEBRERO,10,true,ALTA
51,22,127.71,'ALIMENTOS',FEBRERO,3,true,MEDIA
131,23,38.16,'DEPORTES',JULIO,5,true,ALTA
88,98,4.89,'HOGAR',JUNIO,10,true,ALTA
132,39,119.87,'ALIMENTOS',MARZO,6,false,ALTA
89,44,11.02,'ALIMENTOS',JUNIO,6,true,ALTA
16,5,116.8,'HOGAR',FEBRERO,5,false,BAJA
25,78,55.64,'ELECTRONICA',ABRIL,3,false,BAJA
63,58,95.4,'ELECTRONICA',NOVIEMBRE,9,false,MEDIA
0,70,109.89,'MODA',OCTUBRE,1,true,MEDIA
39,90,31.03,'ELECTRONICA',SEPTIEMBRE,5,false,BAJA
18,55,35.98,'ALIMENTOS',NOVIEMBRE,8,false,BAJA
121,67,49.7,'ALIMENTOS',NOVIEMBRE,8,true,ALTA
131,12,82.51,'ALIMENTOS',ENERO,10,true,ALTA
98,74,34.48,'ALIMENTOS',AGOSTO,5,true,ALTA
3,20,97.6,'ELECTRONICA',MARZO,0,true,BAJA
36,59,128.34,'ELECTRONICA',MARZO,2,true,MEDIA
56,73,141.32,'HOGAR',AGOSTO,0,false,MEDIA
58,31,19.26,'HOGAR',JULIO,1,true,MEDIA
97,47,15.05,'MODA',ENERO,0,false,ALTA
19,6,112.14,'HOGAR',MAYO,6,true,BAJA
8,27,144.69,'ALIMENTOS',AGOSTO,10,false,BAJA
49,20,8.79,'MODA',DICIEMBRE,5,false,MEDIA
101,62,142.56,'HOGAR',DICIEMBRE,7,false,ALTA
73,2,39.07,'MODA',JULIO,1,false,MEDIA
99,82,78.43,'MODA',MAYO,6,false,ALTA
96,83,79.25,'DEPORTES',MARZO,7,true,ALTA
126,9,61.84,'DEPORTES',MARZO,9,false,ALTA
147,45,52.79,'MODA',MAYO,0,true,ALTA
103,43,32.47,'MODA',MARZO,9,false,ALTA
130,70,9.3,'MODA',AGOSTO,2,true,ALTA
40,6,118.9,'HOGAR',MAYO,0,true,MEDIA
77,39,120.01,'MODA',AGOSTO,3,true,ALTA
130,24,134.7,'DEPORTES',ABRIL,7,false,BAJA
60,92,1.97,'MODA',MAYO,4,false,MEDIA
83,9,50.86,'ELECTRONICA',MAYO,0,false,ALTA
119,94,23.61,'MODA',AGOSTO,0,false,MEDIA
74,26,42.32,'MODA',SEPTIEMBRE,7,true,MEDIA
1,50,105.36,'HOGAR',NOVIEMBRE,7,true,BAJA
82,13,55.0,'MODA',MAYO,6,true,ALTA
29,80,81.59,'ELECTRONICA',FEBRERO,2,false,ALTA
45,43,62.0,'ELECTRONICA',MAYO,0,true,MEDIA
115,21,139.96,'MODA',FEBRERO,9,false,ALTA
145,16,20.7,'HOGAR',SEPTIEMBRE,6,false,ALTA
75,72,8.79,'ALIMENTOS',JULIO,6,false,ALTA
41,19,64.38,'DEPORTES',OCTUBRE,7,false,MEDIA
18,85,5.42,'DEPORTES',FEBRERO,3,false,BAJA
106,97,13.28,'ELECTRONICA',MAYO,2,false,MEDIA
21,86,139.86,'ELECTRONICA',JUNIO,8,false,BAJA
30,25,67.24,'ALIMENTOS',AGOSTO,8,true,MEDIA
23,99,133.22,'ALIMENTOS',AGOSTO,6,true,BAJA
24,50,128.01,'ALIMENTOS',MAYO,4,true,ALTA
34,72,48.84,'ELECTRONICA',SEPTIEMBRE,0,false,MEDIA
97,24,125.81,'ELECTRONICA',JULIO,4,false,ALTA
91,30,113.51,'MODA',AGOSTO,5,true,BAJA
117,94,57.17,'HOGAR',NOVIEMBRE,3,false,ALTA
65,30,77.6,'DEPORTES',AGOSTO,9,true,MEDIA
76,68,127.77,'ALIMENTOS',NOVIEMBRE,5,true,BAJA
19,84,139.06,'ALIMENTOS',SEPTIEMBRE,1,false,BAJA
122,3,8.32,'ELECTRONICA',JULIO,7,true,ALTA
52,99,127.1,'HOGAR',MARZO,5,false,MEDIA
48,10,85.87,'HOGAR',AGOSTO,9,false,MEDIA
93,28,21.6,'MODA',JULIO,7,true,ALTA
92,8,31.61,'HOGAR',MARZO,8,false,ALTA
63,8,51.6,'DEPORTES',NOVIEMBRE,9,true,MEDIA
18,36,12.13,'MODA',MARZO,1,true,BAJA
67,47,55.81,'MODA',DICIEMBRE,10,true,MEDIA
34,27,129.58,'ALIMENTOS',NOVIEMBRE,3,true,MEDIA
124,96,3.62,'HOGAR',ENERO,1,false,ALTA
17,52,130.46,'ALIMENTOS',JULIO,8,false,BAJA
6,76,41.75,'ELECTRONICA',JULIO,7,false,BAJA
49,83,36.18,'ALIMENTOS',AGOSTO,3,true,MEDIA
47,88,128.36,'HOGAR',SEPTIEMBRE,5,true,MEDIA
30,91,62.45,'MODA',ABRIL,9,false,MEDIA
108,65,69.02,'HOGAR',JUNIO,9,false,ALTA
57,45,18.89,'DEPORTES',JULIO,4,false,BAJA
58,68,140.31,'ELECTRONICA',FEBRERO,2,true,MEDIA
101,36,123.56,'ALIMENTOS',DICIEMBRE,4,false,MEDIA
138,48,141.46,'HOGAR',SEPTIEMBRE,8,false,ALTA
149,58,118.1,'DEPORTES',ABRIL,4,true,ALTA
88,74,25.98,'HOGAR',DICIEMBRE,2,false,MEDIA
73,67,78.53,'ALIMENTOS',ENERO,2,true,MEDIA
102,0,126.6,'ALIMENTOS',JULIO,1,false,BAJA
97,41,35.89,'ELECTRONICA',OCTUBRE,8,false,ALTA
56,90,18.54,'MODA',NOVIEMBRE,5,true,MEDIA
22,6,136.9,'MODA',NOVIEMBRE,0,false,BAJA
134,73,68.31,'MODA',DICIEMBRE,7,true,ALTA
131,92,146.22,'HOGAR',JUNIO,7,false,ALTA
126,77,1.54,'ALIMENTOS',MAYO,4,true,ALTA
35,79,6.04,'MODA',JUNIO,9,true,MEDIA
117,24,61.97,'DEPORTES',ABRIL,2,true,ALTA
131,39,48.98,'ELECTRONICA',JULIO,6,false,ALTA
94,70,19.56,'MODA',SEPTIEMBRE,3,true,ALTA
32,80,113.68,'MODA',FEBRERO,10,true,MEDIA
53,22,35.92,'HOGAR',MAYO,3,false,MEDIA
36,6,1.98,'MODA',ENERO,3,false,MEDIA
108,70,149.84,'MODA',AGOSTO,0,false,ALTA
85,11,136.38,'MODA',ABRIL,8,false,ALTA
63,55,132.84,'MODA',MAYO,9,false,MEDIA
122,12,6.59,'DEPORTES',JULIO,2,true,ALTA
58,20,82.68,'MODA',ENERO,3,false,MEDIA
93,84,61.99,'ALIMENTOS',NOVIEMBRE,9,false,ALTA
150,96,58.56,'DEPORTES',JUNIO,6,false,ALTA
13,8,78.97,'MODA',JULIO,10,true,BAJA
54,38,77.44,'DEPORTES',ENERO,9,false,MEDIA
80,53,127.3,'ALIMENTOS',JULIO,2,false,ALTA
100,76,59.92,'DEPORTES',JUNIO,4,false,ALTA
144,75,132.54,'ALIMENTOS',OCTUBRE,5,true,ALTA
35,52,48.3,'HOGAR',MARZO,3,false,MEDIA
135,83,115.46,'MODA',NOVIEMBRE,3,false,ALTA
3,42,106.52,'HOGAR',OCTUBRE,0,true,BAJA
95,82,116.97,'ELECTRONICA',SEPTIEMBRE,9,false,ALTA
58,69,72.31,'DEPORTES',AGOSTO,4,false,MEDIA
138,96,26.03,'ALIMENTOS',AGOSTO,5,false,ALTA
128,95,52.67,'MODA',ABRIL,2,true,ALTA
143,49,98.79,'ALIMENTOS',JUNIO,7,false,ALTA
82,47,113.95,'HOGAR',ENERO,9,false,ALTA
18,59,35.76,'ALIMENTOS',JUNIO,9,true,BAJA
53,71,32.37,'DEPORTES',MARZO,7,false,MEDIA
111,85,32.55,'ALIMENTOS',NOVIEMBRE,1,true,BAJA
2,48,108.84,'DEPORTES',FEBRERO,9,false,BAJA
44,96,108.5,'DEPORTES',MAYO,4,false,MEDIA
146,69,62.02,'MODA',ABRIL,3,false,ALTA
90,60,4.2,'DEPORTES',DICIEMBRE,9,true,ALTA
61,56,119.51,'ALIMENTOS',FEBRERO,1,false,MEDIA
37,91,28.36,'DEPORTES',ENERO,3,true,MEDIA
36,86,19.06,'ALIMENTOS',FEBRERO,10,false,MEDIA
129,50,132.84,'DEPORTES',FEBRERO,9,true,ALTA
42,78,104.44,'DEPORTES',JUNIO,5,false,MEDIA
75,42,145.22,'DEPORTES',JUNIO,8,false,ALTA
128,23,141.5,'HOGAR',DICIEMBRE,6,true,ALTA
78,15,2.45,'HOGAR',JUNIO,1,false,ALTA
13,24,148.06,'ELECTRONICA',AGOSTO,1,false,MEDIA
121,58,125.98,'HOGAR',ABRIL,1,false,ALTA
138,32,15.51,'DEPORTES',MAYO,9,true,ALTA
75,18,55.21,'HOGAR',NOVIEMBRE,5,true,BAJA
22,42,95.64,'ALIMENTOS',NOVIEMBRE,7,true,BAJA
2,0,114.6,'HOGAR',NOVIEMBRE,10,true,BAJA
126,79,47.43,'HOGAR',JULIO,8,false,ALTA
64,55,65.22,'MODA',OCTUBRE,3,false,BAJA
55,64,60.25,'MODA',AGOSTO,4,false,MEDIA
23,25,58.37,'MODA',NOVIEMBRE,4,true,MEDIA
2,43,47.21,'ELECTRONICA',MARZO,8,true,BAJA
35,5,140.75,'MODA',MARZO,5,false,MEDIA
119,87,91.81,'MODA',AGOSTO,4,false,ALTA
52,61,106.17,'ALIMENTOS',FEBRERO,1,true,BAJA
148,18,22.63,'HOGAR',ABRIL,4,true,ALTA
75,28,105.94,'HOGAR',NOVIEMBRE,10,false,ALTA
38,39,67.46,'MODA',AGOSTO,0,true,MEDIA
150,53,31.33,'ALIMENTOS',JUNIO,7,true,BAJA
130,46,148.56,'HOGAR',FEBRERO,7,true,BAJA
97,37,71.9,'DEPORTES',AGOSTO,3,true,ALTA
131,59,104.09,'DEPORTES',ENERO,3,true,ALTA
113,71,105.99,'ALIMENTOS',ABRIL,0,true,ALTA
56,16,23.78,'DEPORTES',MARZO,6,false,MEDIA
91,32,144.54,'MODA',ABRIL,0,true,ALTA
76,14,125.65,'ELECTRONICA',MAYO,9,true,ALTA
90,12,71.04,'ELECTRONICA',FEBRERO,8,true,ALTA
54,89,100.19,'ALIMENTOS',AGOSTO,9,false,MEDIA
103,29,96.25,'MODA',MARZO,1,true,BAJA
117,70,110.98,'ALIMENTOS',MAYO,6,true,ALTA
33,37,118.4,'MODA',MARZO,3,true,MEDIA
135,24,81.92,'DEPORTES',AGOSTO,8,false,ALTA
36,53,108.42,'DEPORTES',SEPTIEMBRE,6,false,BAJA
102,85,53.84,'ELECTRONICA',MARZO,3,true,MEDIA
10,20,70.42,'HOGAR',DICIEMBRE,10,true,BAJA
69,40,74.18,'MODA',FEBRERO,8,true,MEDIA
61,16,96.53,'ALIMENTOS',JUNIO,4,true,BAJA
71,44,66.82,'ELECTRONICA',JULIO,4,false,MEDIA
86,47,68.36,'DEPORTES',AGOSTO,7,false,ALTA
147,22,116.9,'ALIMENTOS',MAYO,7,true,ALTA
62,96,93.45,'MODA',JUNIO,3,false,MEDIA
77,6,146.8,'MODA',ABRIL,5,true,ALTA
55,91,116.04,'MODA',OCTUBRE,0,true,MEDIA
5,90,47.89,'ALIMENTOS',SEPTIEMBRE,0,false,ALTA
66,19,4.17,'ALIMENTOS',NOVIEMBRE,8,false,MEDIA
40,80,79.67,'MODA',ABRIL,1,true,BAJA
27,88,9.0,'MODA',FEBRERO,0,true,BAJA
57,84,26.6,'MODA',JUNIO,6,false,MEDIA
150,77,15.03,'DEPORTES',MARZO,1,false,ALTA
111,30,21.05,'DEPORTES',AGOSTO,6,false,BAJA
81,66,21.56,'ALIMENTOS',AGOSTO,7,false,ALTA
65,50,22.62,'ALIMENTOS',JULIO,10,false,MEDIA
55,71,131.41,'ELECTRONICA',DICIEMBRE,0,false,MEDIA
85,65,106.06,'ALIMENTOS',JULIO,1,false,ALTA
148,34,103.82,'HOGAR',ABRIL,7,true,ALTA
121,22,28.55,'HOGAR',JULIO,6,true,ALTA
19,9,139.25,'ELECTRONICA',MARZO,9,false,BAJA
28,20,83.8,'DEPORTES',JULIO,4,true,BAJA
109,73,12.48,'ELECTRONICA',SEPTIEMBRE,4,true,ALTA
69,76,100.29,'HOGAR',OCTUBRE,6,true,MEDIA
44,41,73.51,'DEPORTES',FEBRERO,2,true,MEDIA
73,36,94.62,'ALIMENTOS',AGOSTO,0,true,MEDIA
38,99,142.78,'DEPORTES',NOVIEMBRE,1,true,MEDIA
18,86,74.96,'ALIMENTOS',NOVIEMBRE,6,true,ALTA
139,30,16.67,'HOGAR',AGOSTO,4,false,ALTA
50,84,1.63,'MODA',ENERO,10,false,MEDIA
141,87,102.67,'ALIMENTOS',FEBRERO,9,false,ALTA
81,78,121.84,'ELECTRONICA',MARZO,4,false,ALTA
146,59,7.46,'ALIMENTOS',MAYO,8,false,ALTA
101,80,108.4,'MODA',AGOSTO,9,false,ALTA
31,19,98.9,'DEPORTES',NOVIEMBRE,3,true,MEDIA
138,60,145.6,'ELECTRONICA',JULIO,0,true,ALTA
113,95,85.93,'HOGAR',NOVIEMBRE,1,false,ALTA
129,84,77.92,'ALIMENTOS',NOVIEMBRE,3,false,ALTA
143,15,122.07,'DEPORTES',JUNIO,0,true,BAJA
66,46,51.35,'DEPORTES',JUNIO,4,true,MEDIA
0,0,23.86,'ALIMENTOS',DICIEMBRE,9,false,BAJA
83,45,23.62,'MODA',FEBRERO,5,false,ALTA
110,92,42.5,'DEPORTES',AGOSTO,4,false,ALTA
26,7,34.16,'MODA',ENERO,4,false,MEDIA
93,17,115.46,'ALIMENTOS',MAYO,5,false,ALTA
59,5,3.96,'ELECTRONICA',JULIO,5,false,MEDIA
29,97,4.01,'ALIMENTOS',NOVIEMBRE,9,false,BAJA
63,54,116.99,'HOGAR',JULIO,5,false,MEDIA
8,41,91.12,'DEPORTES',OCTUBRE,0,false,BAJA
137,45,103.03,'DEPORTES',MAYO,1,false,ALTA
11,92,130.43,'ELECTRONICA',FEBRERO,5,true,BAJA
138,38,76.11,'MODA',SEPTIEMBRE,2,false,ALTA
88,78,122.31,'ELECTRONICA',DICIEMBRE,3,false,ALTA
61,99,90.86,'ALIMENTOS',SEPTIEMBRE,0,true,MEDIA
24,43,97.19,'DEPORTES',ENERO,1,false,BAJA
104,16,130.43,'ALIMENTOS',ENERO,8,true,ALTA
101,86,10.4,'ELECTRONICA',AGOSTO,0,false,ALTA
59,31,149.45,'ELECTRONICA',MAYO,7,false,MEDIA
80,32,123.14,'ELECTRONICA',NOVIEMBRE,3,false,ALTA
88,21,102.76,'HOGAR',SEPTIEMBRE,1,true,ALTA
80,18,11.11,'ALIMENTOS',MAYO,1,false,ALTA
142,98,32.33,'ELECTRONICA',FEBRERO,3,false,ALTA
